INDIVID_ID,DATE,SPECIES,LIFE_STAGE,REEF,SITE,ZONING,FL,TL,LAT,LONG,YEAR,PlateID,Plate,Well
P.juv_02519,2022-05-04,P. maculatus,Juvenile,Clam Bay,GK6,Green,115,119,-23.188,150.979,2022,PmJuv11_C12,PmJuv11,C12
P.juv_02520,2022-05-04,P. maculatus,Juvenile,Clam Bay,GK6,Green,128,134,-23.188,150.979,2022,PmJuv11_D01,PmJuv11,D01
P.juv_02521,2022-05-04,P. maculatus,Juvenile,Clam Bay,GK6,Green,128,135,-23.188,150.979,2022,PmJuv11_D02,PmJuv11,D02
P.juv_02522,2022-05-04,P. maculatus,Juvenile,Clam Bay,GK6,Green,119,125,-23.188,150.979,2022,PmJuv11_D03,PmJuv11,D03
P.juv_02523,2022-05-04,P. maculatus,Juvenile,Clam Bay,GK6,Green,114,119,-23.188,150.979,2022,PmJuv11_D04,PmJuv11,D04
P.juv_02524,2022-05-04,P. maculatus,Juvenile,Clam Bay,GK6,Green,183,190,-23.188,150.979,2022,PmJuv11_D05,PmJuv11,D05
P.juv_02525,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,247,259,-23.188,150.979,2022,PmJuv11_D06,PmJuv11,D06
P.juv_02526,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,189,194,-23.188,150.979,2022,PmJuv11_D07,PmJuv11,D07
P.juv_02527,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,238,249,-23.188,150.979,2022,PmJuv11_D08,PmJuv11,D08
P.juv_02528,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,131,137,-23.188,150.979,2022,PmJuv11_D09,PmJuv11,D09
P.juv_02529,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,238,248,-23.188,150.979,2022,PmJuv11_D10,PmJuv11,D10
P.juv_02530,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,250,261,-23.188,150.979,2022,PmJuv11_D11,PmJuv11,D11
P.juv_02531,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,245,257,-23.188,150.979,2022,PmJuv11_D12,PmJuv11,D12
P.juv_02532,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,251,262,-23.188,150.979,2022,PmJuv11_E01,PmJuv11,E01
P.juv_02533,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,178,185,-23.188,150.979,2022,PmJuv11_E02,PmJuv11,E02
P.juv_02534,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,189,195,-23.188,150.979,2022,PmJuv11_E03,PmJuv11,E03
P.juv_02535,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,196,206,-23.188,150.979,2022,PmJuv11_E04,PmJuv11,E04
P.juv_02536,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,177,186,-23.188,150.979,2022,PmJuv11_E05,PmJuv11,E05
P.juv_02537,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,191,201,-23.188,150.979,2022,PmJuv11_E06,PmJuv11,E06
P.juv_02538,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,165,170,-23.188,150.979,2022,PmJuv11_E07,PmJuv11,E07
P.juv_02539,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,181,190,-23.188,150.979,2022,PmJuv11_E08,PmJuv11,E08
P.juv_02540,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,181,189,-23.188,150.979,2022,PmJuv11_E09,PmJuv11,E09
P.juv_02541,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,168,173,-23.188,150.979,2022,PmJuv11_E10,PmJuv11,E10
P.juv_02542,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,172,181,-23.188,150.979,2022,PmJuv11_E11,PmJuv11,E11
P.juv_02543,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,135,142,-23.188,150.979,2022,PmJuv11_E12,PmJuv11,E12
P.juv_02544,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,138,144,-23.188,150.979,2022,PmJuv11_F01,PmJuv11,F01
P.juv_02545,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,153,159,-23.188,150.979,2022,PmJuv11_F02,PmJuv11,F02
P.juv_02546,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,156,161,-23.188,150.979,2022,PmJuv11_F03,PmJuv11,F03
P.juv_02547,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,141,146,-23.188,150.979,2022,PmJuv11_F04,PmJuv11,F04
P.juv_02548,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,82,84,-23.188,150.979,2022,PmJuv11_F05,PmJuv11,F05
P.juv_02549,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,59,60,-23.188,150.979,2022,PmJuv11_F06,PmJuv11,F06
P.juv_02550,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,249,262,-23.188,150.979,2022,PmJuv11_F07,PmJuv11,F07
P.juv_02551,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,252,266,-23.188,150.979,2022,PmJuv11_F08,PmJuv11,F08
P.juv_02552,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,31,31,-23.188,150.979,2022,PmJuv11_F09,PmJuv11,F09
P.juv_02553,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,120,123,-23.188,150.979,2022,PmJuv11_F10,PmJuv11,F10
P.juv_02554,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,77,79,-23.188,150.979,2022,PmJuv11_F11,PmJuv11,F11
P.juv_02555,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,88,90,-23.188,150.979,2022,PmJuv11_F12,PmJuv11,F12
P.juv_02556,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,117,120,-23.188,150.979,2022,PmJuv11_G01,PmJuv11,G01
P.juv_02557,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,110,113,-23.188,150.979,2022,PmJuv11_G02,PmJuv11,G02
P.juv_02558,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,122,126,-23.188,150.979,2022,PmJuv11_G03,PmJuv11,G03
P.juv_02559,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,120,125,-23.188,150.979,2022,PmJuv11_G04,PmJuv11,G04
P.juv_02560,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,141,149,-23.188,150.979,2022,PmJuv11_G05,PmJuv11,G05
P.juv_02561,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,72,73,-23.188,150.979,2022,PmJuv11_G06,PmJuv11,G06
P.juv_02562,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,66,67,-23.188,150.979,2022,PmJuv11_G07,PmJuv11,G07
P.juv_02563,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,63,64,-23.188,150.979,2022,PmJuv11_G08,PmJuv11,G08
P.juv_02564,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,59,60,-23.188,150.979,2022,PmJuv11_G09,PmJuv11,G09
P.juv_02565,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,55,56,-23.188,150.979,2022,PmJuv11_G10,PmJuv11,G10
P.juv_02566,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,53,53,-23.188,150.979,2022,PmJuv11_G11,PmJuv11,G11
P.juv_02567,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,152,158,-23.188,150.979,2022,PmJuv11_G12,PmJuv11,G12
P.juv_02568,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,160,168,-23.188,150.979,2022,PmJuv11_H01,PmJuv11,H01
P.juv_02569,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,139,145,-23.188,150.979,2022,PmJuv11_H02,PmJuv11,H02
P.juv_02570,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,143,150,-23.188,150.979,2022,PmJuv11_H03,PmJuv11,H03
P.juv_02571,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,240,248,-23.188,150.979,2022,PmJuv11_H04,PmJuv11,H04
P.juv_02572,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,176,183,-23.188,150.979,2022,PmJuv11_H05,PmJuv11,H05
P.juv_02573,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,180,188,-23.188,150.979,2022,PmJuv11_H06,PmJuv11,H06
P.juv_02574,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,180,187,-23.188,150.979,2022,PmJuv11_H07,PmJuv11,H07
P.juv_02575,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,153,158,-23.188,150.979,2022,PmJuv11_H08,PmJuv11,H08
P.juv_02576,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,169,177,-23.188,150.979,2022,PmJuv11_H09,PmJuv11,H09
P.juv_02577,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,166,173,-23.188,150.979,2022,PmJuv11_H10,PmJuv11,H10
P.juv_02578,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,150,157,-23.188,150.979,2022,PmJuv11_H11,PmJuv11,H11
P.juv_02579,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,37,37,-23.188,150.979,2022,PmJuv13_C01,PmJuv13,C01
P.juv_02580,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,291,301,-23.188,150.979,2022,PmJuv13_C02,PmJuv13,C02
P.juv_02581,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,251,261,-23.188,150.979,2022,PmJuv13_C03,PmJuv13,C03
P.juv_02582,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,184,191,-23.188,150.979,2022,PmJuv13_C04,PmJuv13,C04
P.juv_02583,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,230,241,-23.188,150.979,2022,PmJuv13_C05,PmJuv13,C05
P.juv_02584,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,245,256,-23.188,150.979,2022,PmJuv13_C06,PmJuv13,C06
P.juv_02585,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,240,253,-23.188,150.979,2022,PmJuv13_C07,PmJuv13,C07
P.juv_02586,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,136,141,-23.188,150.979,2022,PmJuv13_C08,PmJuv13,C08
P.juv_02587,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,145,149,-23.188,150.979,2022,PmJuv13_C09,PmJuv13,C09
P.juv_02588,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,187,195,-23.188,150.979,2022,PmJuv13_C10,PmJuv13,C10
P.juv_02589,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,187,196,-23.188,150.979,2022,PmJuv13_C11,PmJuv13,C11
P.juv_02590,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,164,171,-23.188,150.979,2022,PmJuv13_C12,PmJuv13,C12
P.juv_02591,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,194,203,-23.188,150.979,2022,PmJuv13_D01,PmJuv13,D01
P.juv_02592,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,183,190,-23.188,150.979,2022,PmJuv13_D02,PmJuv13,D02
P.juv_02593,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,244,258,-23.188,150.979,2022,PmJuv13_D03,PmJuv13,D03
P.juv_02594,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,138,143,-23.188,150.979,2022,PmJuv13_D04,PmJuv13,D04
P.juv_02595,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,122,127,-23.188,150.979,2022,PmJuv13_D05,PmJuv13,D05
P.juv_02596,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,146,154,-23.188,150.979,2022,PmJuv13_D06,PmJuv13,D06
P.juv_02597,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,181,188,-23.188,150.979,2022,PmJuv13_D07,PmJuv13,D07
P.juv_02598,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,151,158,-23.188,150.979,2022,PmJuv13_D08,PmJuv13,D08
P.juv_02599,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,141,146,-23.188,150.979,2022,PmJuv13_D09,PmJuv13,D09
P.juv_02600,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,260,273,-23.188,150.979,2022,PmJuv13_D10,PmJuv13,D10
P.juv_02601,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,192,198,-23.188,150.979,2022,PmJuv13_D11,PmJuv13,D11
P.juv_02602,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,241,252,-23.188,150.979,2022,PmJuv13_E01,PmJuv13,E01
P.juv_02603,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,178,184,-23.188,150.979,2022,PmJuv13_E02,PmJuv13,E02
P.juv_02604,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,171,177,-23.188,150.979,2022,PmJuv13_E03,PmJuv13,E03
P.juv_02605,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,132,138,-23.188,150.979,2022,PmJuv13_E04,PmJuv13,E04
P.juv_02606,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,140,144,-23.188,150.979,2022,PmJuv13_E05,PmJuv13,E05
P.juv_02607,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,98,100,-23.188,150.979,2022,PmJuv13_E06,PmJuv13,E06
P.juv_02608,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,68,69,-23.188,150.979,2022,PmJuv13_E07,PmJuv13,E07
P.juv_02609,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,60,61,-23.188,150.979,2022,PmJuv13_E08,PmJuv13,E08
P.juv_02610,2022-05-05,P. maculatus,Juvenile,Clam Bay,GK5,Green,62,63,-23.188,150.979,2022,PmJuv13_E09,PmJuv13,E09
P.juv_02611,2022-05-06,P. maculatus,Juvenile,Egg Rock,E1,Green,165,173,-23.2,151.101,2022,PmJuv13_E10,PmJuv13,E10
P.juv_02612,2022-05-06,P. maculatus,Juvenile,Egg Rock,E1,Green,55,56,-23.2,151.101,2022,PmJuv13_E11,PmJuv13,E11
P.juv_02613,2022-05-06,P. maculatus,Juvenile,Egg Rock,E1,Green,39,40,-23.2,151.101,2022,PmJuv13_E12,PmJuv13,E12
P.juv_02614,2022-05-06,P. maculatus,Juvenile,Egg Rock,E1,Green,34,35,-23.2,151.101,2022,PmJuv13_F01,PmJuv13,F01
P.juv_02615,2022-05-06,P. maculatus,Juvenile,Egg Rock,E1,Green,31,32,-23.2,151.101,2022,PmJuv13_F02,PmJuv13,F02
P.juv_02616,2022-05-06,P. maculatus,Juvenile,Egg Rock,E1,Green,115,120,-23.2,151.101,2022,PmJuv13_F03,PmJuv13,F03
P.juv_02617,2022-05-06,P. maculatus,Juvenile,Egg Rock,E1,Green,166,174,-23.2,151.101,2022,PmJuv13_F04,PmJuv13,F04
P.juv_02618,2022-05-06,P. maculatus,Juvenile,Egg Rock,E1,Green,255,267,-23.2,151.101,2022,PmJuv13_F05,PmJuv13,F05
P.juv_02619,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,34,35,-23.159,151.075,2022,PmJuv13_F06,PmJuv13,F06
P.juv_02620,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,69,71,-23.159,151.075,2022,PmJuv13_F07,PmJuv13,F07
P.juv_02621,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,44,45,-23.159,151.075,2022,PmJuv13_F08,PmJuv13,F08
P.juv_02622,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,70,72,-23.159,151.075,2022,PmJuv13_F09,PmJuv13,F09
P.juv_02623,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,40,40,-23.159,151.075,2022,PmJuv13_F10,PmJuv13,F10
P.juv_02624,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,54,55,-23.159,151.075,2022,PmJuv13_F11,PmJuv13,F11
P.juv_02625,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,56,57,-23.159,151.075,2022,PmJuv13_F12,PmJuv13,F12
P.juv_02626,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,305,322,-23.159,151.075,2022,PmJuv13_G01,PmJuv13,G01
P.juv_02627,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,265,279,-23.159,151.075,2022,PmJuv13_G02,PmJuv13,G02
P.juv_02628,2022-05-06,P. maculatus,Juvenile,Barren Island,BA2,Blue,248,261,-23.159,151.075,2022,PmJuv13_G03,PmJuv13,G03
P.ad_5001,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,380,-23.159,151.075,2021,PmAd02_A01,PmAd02,A01
P.ad_5002,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,400,-23.159,151.075,2021,PmAd02_A02,PmAd02,A02
P.ad_5003,2021-03-26,P. leopardus,Adult,Barren Island,BA2,Blue,NA,320,-23.159,151.075,2021,PmAd08_A01,PmAd08,A01
P.ad_5004,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,380,-23.159,151.075,2021,PmAd02_A03,PmAd02,A03
P.ad_5005,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,520,-23.159,151.075,2021,PmAd11_F11,PmAd11,F11
P.ad_5006,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,300,-23.159,151.075,2021,PmAd08_A02,PmAd08,A02
P.ad_5007,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,250,-23.159,151.075,2021,PmAd02_A05,PmAd02,A05
P.ad_5008,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,450,-23.159,151.075,2021,PmAd02_A06,PmAd02,A06
P.ad_5009,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,410,-23.159,151.075,2021,PmAd02_A07,PmAd02,A07
P.ad_5010,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,630,-23.159,151.075,2021,PmAd02_A08,PmAd02,A08
P.ad_5011,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,340,-23.159,151.075,2021,PmAd02_A09,PmAd02,A09
P.ad_5012,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,320,-23.159,151.075,2021,PmAd08_A03,PmAd08,A03
P.ad_5013,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,260,-23.159,151.075,2021,PmAd02_A10,PmAd02,A10
P.ad_5014,2021-03-26,P. leopardus,Adult,Barren Island,BA2,Blue,NA,340,-23.159,151.075,2021,PmAd08_A04,PmAd08,A04
P.ad_5015,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,580,-23.159,151.075,2021,PmAd08_A05,PmAd08,A05
P.ad_5016,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,300,-23.159,151.075,2021,PmAd02_A11,PmAd02,A11
P.ad_5017,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,350,-23.159,151.075,2021,PmAd08_A06,PmAd08,A06
P.ad_5018,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,360,-23.159,151.075,2021,PmAd08_A07,PmAd08,A07
P.ad_5019,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,420,-23.159,151.075,2021,PmAd02_A12,PmAd02,A12
P.ad_5020,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,280,-23.159,151.075,2021,PmAd02_B01,PmAd02,B01
P.ad_5021,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,360,-23.159,151.075,2021,PmAd02_B02,PmAd02,B02
P.ad_5022,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,320,-23.159,151.075,2021,PmAd02_B03,PmAd02,B03
P.ad_5023,2021-03-26,P. maculatus,Adult,Barren Island,BA2,Blue,NA,310,-23.159,151.075,2021,PmAd02_B04,PmAd02,B04
P.ad_5024,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,533,558,-23.2,151.101,2021,PmAd11_A01,PmAd11,A01
P.ad_5025,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,310,325,-23.2,151.101,2021,PmAd11_A02,PmAd11,A02
P.ad_5026,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,370,-23.168,150.922,2021,PmAd02_B05,PmAd02,B05
P.ad_5027,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,420,-23.168,150.922,2021,PmAd02_B06,PmAd02,B06
P.ad_5028,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,580,-23.168,150.922,2021,PmAd02_B07,PmAd02,B07
P.ad_5029,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,460,-23.168,150.922,2021,PmAd02_B08,PmAd02,B08
P.ad_5030,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,300,-23.168,150.922,2021,PmAd02_B09,PmAd02,B09
P.ad_5031,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,250,-23.168,150.922,2021,PmAd08_A08,PmAd08,A08
P.ad_5032,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,450,-23.168,150.922,2021,PmAd08_A09,PmAd08,A09
P.ad_5033,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,390,-23.168,150.922,2021,PmAd02_B10,PmAd02,B10
P.ad_5034,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,480,-23.168,150.922,2021,PmAd02_B11,PmAd02,B11
P.ad_5035,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,350,-23.168,150.922,2021,PmAd02_B12,PmAd02,B12
P.ad_5036,2021-03-27,P. maculatus,Adult,Middle Island,M4,Green,NA,430,-23.168,150.922,2021,PmAd02_C01,PmAd02,C01
P.ad_5037,2021-03-27,P. maculatus,Adult,Barren Island,BA1,Blue,NA,720,-23.159,151.075,2021,PmAd02_C02,PmAd02,C02
P.ad_5038,2021-03-27,P. leopardus,Adult,Barren Island,BA1,Blue,NA,280,-23.159,151.075,2021,PmAd02_C03,PmAd02,C03
P.ad_5039,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,580,-23.2,151.101,2021,PmAd02_C04,PmAd02,C04
P.ad_5040,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,440,-23.2,151.101,2021,PmAd08_A10,PmAd08,A10
P.ad_5041,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,390,-23.2,151.101,2021,PmAd02_C05,PmAd02,C05
P.ad_5042,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,380,-23.2,151.101,2021,PmAd08_A11,PmAd08,A11
P.ad_5043,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,650,-23.2,151.101,2021,PmAd02_C06,PmAd02,C06
P.ad_5044,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,420,-23.2,151.101,2021,PmAd02_C07,PmAd02,C07
P.ad_5045,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,390,-23.2,151.101,2021,PmAd02_C08,PmAd02,C08
P.ad_5046,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,400,-23.2,151.101,2021,PmAd02_C09,PmAd02,C09
P.ad_5047,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,440,-23.2,151.101,2021,PmAd02_C10,PmAd02,C10
P.ad_5048,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,480,-23.2,151.101,2021,PmAd02_C11,PmAd02,C11
P.ad_5049,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,260,-23.2,151.101,2021,PmAd02_C12,PmAd02,C12
P.ad_5050,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,650,-23.2,151.101,2021,PmAd02_D01,PmAd02,D01
P.ad_5051,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,680,-23.2,151.101,2021,PmAd02_D02,PmAd02,D02
P.ad_5052,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,630,-23.2,151.101,2021,PmAd02_D03,PmAd02,D03
P.ad_5053,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,730,-23.2,151.101,2021,PmAd02_D04,PmAd02,D04
P.ad_5054,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,640,-23.2,151.101,2021,PmAd02_D05,PmAd02,D05
P.ad_5055,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,500,-23.2,151.101,2021,PmAd02_D06,PmAd02,D06
P.ad_5056,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,550,-23.2,151.101,2021,PmAd02_D07,PmAd02,D07
P.ad_5057,2021-03-27,P. maculatus,Adult,Egg Rock,E1,Green,NA,500,-23.2,151.101,2021,PmAd02_D08,PmAd02,D08
P.ad_5058,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,720,-23.2,151.101,2021,PmAd02_D09,PmAd02,D09
P.ad_5059,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,370,-23.2,151.101,2021,PmAd02_D10,PmAd02,D10
P.ad_5060,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,380,-23.2,151.101,2021,PmAd02_D11,PmAd02,D11
P.ad_5061,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,580,-23.2,151.101,2021,PmAd02_D12,PmAd02,D12
P.ad_5062,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,630,-23.2,151.101,2021,PmAd11_F09,PmAd11,F09
P.ad_5063,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,480,-23.2,151.101,2021,PmAd08_A12,PmAd08,A12
P.ad_5064,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,500,-23.2,151.101,2021,PmAd02_E03,PmAd02,E03
P.ad_5065,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,350,-23.2,151.101,2021,PmAd11_F12,PmAd11,F12
P.ad_5066,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,560,-23.2,151.101,2021,PmAd02_E05,PmAd02,E05
P.ad_5067,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,450,-23.2,151.101,2021,PmAd02_E06,PmAd02,E06
P.ad_5068,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,250,-23.2,151.101,2021,PmAd02_E07,PmAd02,E07
P.ad_5069,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,300,-23.2,151.101,2021,PmAd02_E08,PmAd02,E08
P.ad_5070,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,500,-23.2,151.101,2021,PmAd02_E09,PmAd02,E09
P.ad_5071,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,400,-23.2,151.101,2021,PmAd02_E10,PmAd02,E10
P.ad_5072,2021-03-28,P. maculatus,Adult,Egg Rock,E1,Green,NA,400,-23.2,151.101,2021,PmAd08_B01,PmAd08,B01
